"title","brand","description","starsBreakdown/3star","starsBreakdown/4star","starsBreakdown/5star","reviewsCount","price","price/currency","price/value","categoryPageData/productPosition"
"JoFAN 24 Pack Valentines Cards with Valentines Stretchy String Toys for Kids School Class Classroom Valentines Day Gifts Prizes Party Favors","JoFAN","Jofan 24 Pack Valentines Cards with Valentines Stretchy String Toys  Features: 1. The 24 Pack Valentines Cards with Valentines Stretchy String Toys are perfect for kids, boys, girls, toddlers, valentines toys, valentines gifts, valentines party favors, valentines day cards gifts, school event prizes, class exchanging gifts 2. There are 2 styles stretchy string for the pack, 12 spiky stretchy string + 12 stretchy string noodles, cost one but get two gifts, that's cool all in bright colors, have a fun and Happy Valentine's Day 3. Also there are 24 pcs exquisite Valentines Day Cards in the package that in 4 colors, each color 6 pcs - best Valentines Gifts with cards 4. There are 2 holes on the card, just use the wire (included) to connect the stretchy string and card, so it is a valentines day gift with card  Specifications: Style: Valentines Material: Rubber Package: 12 spiky stretchy string + 12 stretchy string noodles, 24 x Cards, 24 x Wires","0.06","0.11","0.78","38",,"$","9.99","231"
"Valentines Day Gifts Cards For Kids: 28 Pack Valentine Party Favors Dinosaur Unicorn Keychains-Valentines Exchange Cards for Kids Classroom-Boy Girl School Class Valentine Day Gift for Kid Game Prizes","BNLIK",,"0","0","1","4",,"$","9.99","114"
"Weflye 28 Pack Valentines Day gifts Cards with Invisible Ink Pen, Valentiens Cards for Kids Party Favor, Valentines Day School Classroom Prizes, Valentine Exchange Gifts","Weflye",,"0","0","1","1",,"$","19.99","113"
"HOME SMILE Ceramic Ring Dish Jewelry Tray for Mom Sister Friends","HOME SMILE",,"0.03","0.09","0.87","24615",,,,"240"
"URBANSEASONS Valentines Day Gifts for Her,Valentines Rose Flowers for Women,Valentines Gifts for Wife,Valentines Day Gifts for Mom Girlfriend Grandma，Beauty and The Beast Rose Flowers in Glass Dome","URBANSEASONS",,"0.07","0.13","0.75","2421",,"$","19.99","238"
"Kids Valentines Day Gift Cards - 40 Pack Exchange Cards with Crazy Straws Bulk - Colorful Crazy Loop Reusable Drinking Straws for Kids School Classroom Exchange Prizes, Valentine Party Favors Toy","Pzzleen","Great Option for Valentine's Day: Ideal for kids valentine cards for school exchange or valentine goodie bag stuffers or valentine candy bag stuffers or valentine party favors for kids.","0","0.21","0.79","6",,"$","15.99","239"
"Birthday Gifts for Women,Valentines Day Gifts for Her,Womens Gifts for Valentines,Preserved Red Rose Gifts for Mom,Real Rose Gifts with 100 Language Necklace for Wife,Her,Women,Mom,Grandma,Mothers Day","GOMALL",,"0.05","0.1","0.8","391",,"$","17.89","229"
"Pinkiwine 24 PCS Valentines Cards with Dinosaur Mochi Squishy Toys Squishies for Kids School Class Classroom Valentines Day Gifts Prizes Party Favors","Pinkiwine",,"0.07","0.19","0.7","258",,"$","17.99","236"
"Valentines Day Gifts - Valentines Gifts For Her, Him - Romantic Gifts for Wife, Girlfriend, Couples Gifts Ideas for Boyfriend, Husband - Gifts Set Valentines Card, Keychain ,Travel Mug Tumbler 20 Oz","365fury",,"0.04","0.06","0.87","305",,"$","16.95","243"
"SOUR PATCH KIDS Original and Watermelon Soft & Chewy Valentines Day Candy Variety Pack, 40 Snack Packs","Sour Patch Kids",,"0.04","0.1","0.83","461",,,,"247"
"KINGYAO Valentines Day Gifts for Kids-24 Pack Squishy Valentines Toys for Toddlers Teens Valentines Squishies Mochi Fidget Toys Classroom School Prize Party Favors for Boys Girls Ages 4-8 8-12","KINGYAO","Valentines Day Gifts for Kids- 24 Pack Valentines Mochi Squishy Toys for Boys and Girls","0.08","0.15","0.7","678",,"$","11.99","232"
"Winlyn 112 Pcs Valentine's Day Stationery Toy Assortment Set Valentine Goodie Bags Stuffers Valentine Rewards Prizes Bulk for Kids Students Valentine Party Favors Treats School Classroom Gift Exchange","Winlyn",,"0.11","0.07","0.82","23",,,,"228"
"Iefil Valentines Day Gifts for Her - 925 Sterling Silver Rose Heart Initial Letter Pendant Necklace Jewelry Mothers Day Valentines Anniversary Birthday Gifts for Her Mom Wife Girlfriend","Iefil","925 Sterling Sliver Rose Heart Initial Letter Necklace: Trendy and elegant necklace is suitable for women and girls in any occasions. You can gift it to your friend, lover, girlfriend, wife, sister, daughter, grandma and mother at Valentine’s Day present, Birthday, Mother’s day, Anniversary and Chrismas. Chain length: 18""+2"" Pendant Size:0.7""*0.9""  Material: Both the chain and pendant are made up of Sterling Silver and plated with white gold. Comfortable Wear: Lead free, nickel free and cadmium free, no irritation. Package: Rose Heart Initial Necklace comes with a Gift Bag, a Delicate Card, a Thank You Card, a Silver Polishing Cloth and an IEFIL Box. Jewelry Gifts: ❤ Aunts and Nieces Gifts ❤ Grandmas Gifts ❤ Teachers Day Gifts ❤ Memorial Days Gifts ❤ Valentines Day Gifts ❤ Mothers Day Gifts ❤ Mother and Daughter Gifts ❤ Bonus Mom Gifts ❤ Birthday Gifts ❤ Sister Gifts ❤ Girlfriend Gifts ❤ Graduation Gifts ❤ Friend Gifts Best Gifts for Her: Thank you for love of our product, when you recieve the gifts, we believe it is a surprise!","0.06","0.13","0.73","1487",,,,"285"
"HAMIMOS Valentines Day Gifts for Kids, Flower Building Blocks with Valentines Cards for Kids Classroom School & Stickers, Class Valentines Gifts Exchange, Party Favors for Kids Boys Girls -12 PACK","HAMIMOS",,"0.17","0","0.83","23",,"$","14.99","209"
"Keenvark Valentine Gifts for Kids, 28 Packs Valentines Day Stationery Supplies Set for Classroom Exchange Gift, Prefilled Valentine Goodie Bags, Valentine Treat Bags for Kids Party Favor","Keenvark",,"0.05","0.08","0.78","63",,"$","23.85","226"
"AISZG Valentines Day Gifts for Him/Her/Boyfriend,Foot Spa Bath Massager with 8 Massage Rollers,Collapsible Foot Spa with Heat,Pedicure Foot Soaking Tub,Mens Valentines Gifts","AISZG",,"0.08","0","0.62","47",,"$","28.98","140"
"Kiddokids 28 Packs Valentines Day Heart Shell with Mochi Squishy, Valentine Day Gift Cards with Kawaii Stress Relief Toys for Kids School Classroom Exchange Greeting Cards, Party Favors Games Prizes","KIDDOKIDS COOL THINGS FOR COOL KIDS","Quantity 28 Packs Cute Kawaii Mochi Squishy with Valentines Day Heart Shells and Valentine Cards.Feature  Fill the Valentine Shell with a Cute Kawaii Mochi Squishy and tie a Greatting Card to it send your warm greeting to your classmates. Size  Each Valentine’s Day Heart Shell measures 2.55 x 2.55 inches; Gift Card measures 2.4 x 2.4 inches; Each Mochi Squishy measures about 2 inches. Usage Best Way to show Holiday Spirit in School Classroom, Valentine's Day Party Favors, Church Events and more. Ideal for Valentines Exchange Gifts, Prize, Arts & Crafts, Love Notes. Suitable for all Ages. 100% satisfaction Feel free to contact us if products don’t meet your expectations.","0.12","0.12","0.71","53",,"$","14.99","287"
"SKPAND Handmade Romantic Gifts for Her Anniversary Present,Gorgeous Birthday Gifts for Wife Gifts from Husband,to My Love Valentines Day Gifts for Her Unique","SKPAND",,"0.05","0.13","0.77","244",,"$","62.66","230"
"WDQQ Candle Warmer Lamp, Candle Warmer Lamp with Timer & Dimmer, Candle Warmer Light for Jar Candles, Electric Candle Lamp Adjustable Height, with 2 Bulbs 50W Bulbs, Valentines Day Gifts for Her","WDQQ",,"0.02","0.06","0.84","73",,"$","28.98","286"
"AREOK Gifts for Wife Gifts from Husband, Happy Anniversary - Romantic Valentines Day Gifts for Wife Her, Best Wife Birthday Gifts, Ring Dish Holder, Jewelry Tray, Trinket Dish, I Love You","AREOK",,"0.03","0.1","0.85","1074",,"$","16.95","143"
"GUCED Galaxy Glass Rose, Birthday Valentines Day Gifts for Her Women, Valentines Gifts for Women Girlfriend Wife, Mothers Day First Gifts from Daughter Son Husband, Unique Gifts for Wife","GUCED",,"0.05","0.12","0.73","1049",,"$","15.99","234"
"Benresive 300 Pcs Valentines Day Stickers for Kids Classroom, Cute Valentines Day Water Bottle Stikers, Valentines Day Party Favors Bulk, Valentines Day Gifts for Kids Classroom Pack","Benresive",,"0.07","0.1","0.78","877",,"$","14.99","227"
"Godiva Chocolatier Valentine's Day Assorted Chocolate Truffles Gift Box with Red Ribbon - 36 Piece Gourmet Chocolate Selection with Milk Chocolate, Crunchy Almonds, Dark Chocolate Truffles & Salted Caramel","Godiva Chocolatier","This exquisite Godiva Chocolatier chocolate gift box unveils a sumptuous selection of milk chocolate delights. Crafted meticulously with the finest ingredients, each piece promises a creamy texture that gracefully melts on your palate, providing a luxurious taste experience. From from the deep allure of dark chocolate ganache with liquid fondant, to the comforting embrace of creamy sweet orange ganache and the vibrant notes of milk chocolate mousse and chocolate lava cake, each bite embodies Godiva's unwavering dedication to quality and irresistible flavor, making the festive season even more magical. Beyond being a sensory indulgence, this chocolate gift box is also a visual feast. Nestled within an elegantly designed elegant box, these chocolates make for a splendid and thoughtful Valentine present. The assortment is not only perfect for gifting, but it's also a delightful way to embellish celebrations like birthdays and anniversaries occurring throughout the year. Impress and pamper your loved ones with world-class chocolates or indulge yourself with a gourmet treat that embodies the spirit of giving. With Godiva Chocolatier, every moment becomes a festive celebration of premium chocolates.","0.02","0.08","0.84","391",,"$","66","250"
"VANLOVEMAC Valentines Day Gift Keychain for Husband Boyfriend From Girlfriend Wife Anniversary Birthday Gifts For Couple Keyring Women Men You Have My Heart Him Her Wedding","VANLOVEMAC",,"0.03","0.08","0.86","4425",,,,"225"
"Shemira 30 Pack Valentines Day Cards for Kids Classroom, 30 Heart Shape Galaxy Slime with Valentines cards for Kids School Classroom Gift Exchange, Valentines Gift for Kids, Valentine Classroom Favors","Shemira",,"0.08","0.07","0.77","95",,,,"288"
"Valentines Day Gifts for Wife, Gifts for Her, Girlfriend - Wife Valentines Day Gift Ideas, I Love You Gifts for Her - Anniversary, Birthday, Couples Gifts for Him Her Husband - Romantic Candle 10 oz","VIWIX",,"0.06","0.06","0.89","25",,"$","18.95","282"
"Cherislpy 24 Pcs Valentines Day Gifts Cards with Race Cars Pull Back Cars Toys Valentines Gift Exchange for Kids Him Her Party Favors Valentine's Day Decor","Cherislpy",,"0","0.27","0.27","4",,"$","5.99","284"
"Limited Edition M and M’s Milk Chocolate Bark, Valentine’s Day Candy Gift Bag, 5 Ounces","Morris National Inc","Indulge in the exclusive Limited Edition M and M’s Milk Chocolate Bark, specially crafted for Valentine's Day, making it a unique and delicious gift choice for your loved ones. This thoughtful Valentine's Day candy gift bag contains 5 ounces of sweet and crunchy milk chocolate bark, perfect for expressing your affection to someone special. Inside, you'll find the delightful combination of smooth milk chocolate and colorful M and M's, providing a burst of flavor and texture in every bite. Whether you're sharing it with loved ones or savoring it on your own, this candy treat adds a touch of delight to your Valentine's Day celebrations or gifting occasions. The sweet and crunchy goodness of M and M's Milk Chocolate Bark promises to satisfy your sweet cravings and elevate your Valentine's festivities.","0.38","0","0.62","3",,,,"261"
"DEEMEI Valentines Day Gifts for Her, Valentines Gifts for Women, Valentines Gifts for Mom,Galaxy Purple Rose Gifts for Mothers Day Birthday Christmas Crystal Flowers Light Up Rose in Glass Dome","DEEMEI",,"0.03","0.1","0.84","1494",,,,"272"
"Hershys Milk Chocolate Candy Valentines Day Gift, - 2 Pounds Approx 70 Holiday Candy Individually Wrapped Candy - Bulk Candy Chocolate Bars - Candy & Chocolate Gifts Chocolate Candy with To&From Packaging, Red & Pink Snack Size, Chocolate Gift Box Valentines Day","CHAIN & JO SWEETS",,"0","0","1","2",,,,"278"
"FINGOOO 72 Pcs Valentine's Day Plastic Treat Bags, Small Valentines Goodie Bag Candy Bags with Heart Shaped Window for Valentine Party Favor Bags Gift Exchange","FINGOOO","72 Pcs Valentine's Day plastic treat bags in 6 unique Valentine's themed patterns","0","0","1","1",,"$","3.79","256"
"Vegan Valentine's Day Gift Bag - Prefilled Bag w Vegan Treats, Snacks, Candies & Chocolates - Vegan Valentine's Candy Assortment for Her - Great Food Gift for Women, Adults & Kids","BUNNY · JAMES ·",,"0.12","0.1","0.65","153",,,,"260"
"Hershys Milk Chocolate Hearts Bar 2.5oz - 6PK Valentines Day Chocolate Candy King Size - Individually Wrapped Candy For Gift Basket - Ideal Snack For Adults & Kids - Perfect Chocolate For Gifting as Valentine's Day Chocolate Bars - Chocolate Candy Valentines Gifts","CHAIN & JO SWEETS",,"0","0","1","1",,,,"283"
"Pinkiwine 48 PCS Valentines Cards with Mochi Squishy Toys Squishies for Kids School Class Classroom Valentines Day Gifts Prizes Party Favors","Pinkiwine","Pinkiwine 48 PCS Valentines Cards with Mochi Squishy Toys  Features: 1. The 48pcs Valentines Cards with Mochi Squishy Toys are perfect for kids, boys, girls, toddlers, valentines toys, valentines gifts, valentines party favors, valentines day cards gifts, school event prizes, class exchanging gifts 2. There are 24 styles for the squishies, white heart, pink heart, red heart, pink rose, red rose, pink bear, white bear... all in valentines theme. Each style has 2pcs, 48pcs in total 3. Also there are 48 pcs exquisite Valentines Day Cards in the package that in 4 colors, each color 12 pcs - best Valentines Gifts with cards 4. Just put the double-sided adhesive tape (included) on the card, then put the squishy toys on it, so it is a valentines day gift with card  Specifications: Styles: Valentines Color: As picture shows Materials: Rubber","0.05","0.15","0.77","323",,"$","23.99","237"
"Gifts for Men, Dad Gifts from Daughter Son, Valentines Day Gifts for Him Boyfriend Husband, 9 in 1 Multitool Pen, Cool Tools Gadgets for Men, Mens Gifts for Christmas, Stocking Stuffers for Adults","SAPGIF",,"0.05","0.13","0.77","516",,"$","9.99","193"
"Valentines Day Gifts for Him Her,Cute Boyfriend Gifts,I Love You Gifts for Girlfriend,Valentines Day Gifts for Teens Kids,Anniversary Husband Wife Gifts,Anniversary Husband Wife Gifts","SELORY",,"0","0.41","0.59","3",,"$","10.99","292"
"36 Pack Valentines Day Gifts for Kids Heart Stress Balls with Cards Stress Relief Fidget Toy, 1.57Inch Heart Shape Mini Foam Balls,Party Favors,School Reward,Present Fillers,Classroom","fulasiteu",,"0","0","0",,,"$","11.99","306"
"JOYIN 60 Pcs Valentines Day Candy Holder Cards with Animal Designs, Valentine’s Cute Greeting Cards for Kids, Valentine Classroom Exchange Gifts, Party Favors (Zoo Animals)","JOYIN",,"0.08","0.19","0.5","38",,"$","6.99","302"
"Hidreas 32 Pack Valentines Day Gifts for Kids Classroom, Valentines Day Cards for Kids with Crazy Straws for School Gifts Exchange Valentines Party Favors","Hidreas",,"0.05","0.08","0.84","49",,"$","19.99","303"
"Valentines Day Flowers Roses Gifts for Her,16pcs Red Forever Preserved Roses in Heart Shape Gift Box,Valentines Day Delivery Prime Gifts-Roses Gifts for Women,Mom.","Roseshy",,"0","0.03","0.95","113",,"$","49.49","289"
"Dunkin' Chocolates Heart Box Valentine's Day Gift with all new Strawberry Frosted Flavor, Boston Kreme, and Brownie Batter, by Frankford Candy","Frankford","Delight your Valentine with something new this year, delicious donut flavored chocolates! Each giftable heart shaped box includes 5 oz of individually wrapped chocolates in three iconic Dunkin' donut flavors: Boston Kreme, Strawberry Frosted, and Brownie Batter. Boston Kreme includes a milk chocolate shell with Boston Kreme flavor filling, Brownie Batter includes a milk chocolate shell with Brownie Batter flavor filling, and Strawberry Frosted is a white chocolate shell with strawberry flavored filling. Makes the perfect Valentine's Gifts for kids, teens, and adults alike! By Frankford Candy","0.24","0.17","0.51","49",,"$","12.5","274"
"AMENON 24 Pack Valentines Day Cards Gifts for Kids with Heart Shaped Glasses 4 Colors Valentine Card Sunglasses Toy Set for Girls Boys Kids Valentines Party Favors Classroom Exchange School Prize Game","AMENON",,"0","0.35","0.65","10",,"$","18.99","291"
"Shemira 24 Packs Valentine's Day Cards for Kids with Flower Bouquet Building Blocks, School Classroom Valentine's Gifts Exchange, Valentine's Party Favors for Kids, Valentine's Gift Cards Bulk","Shemira",,"0","0","1","1",,"$","9.99","203"
"DENIMOMO Valentines Day Rose Flowers Gifts for Her,Forever Preserved Roses in Glass Dome, Anniversary Birthday Real Roses Gifts for Women Wife Mom Girlfrien/Purple","DENIMOMO",,"0.06","0.11","0.79","178",,"$","49.99","290"
"YWHL Gifts for Wife with Colorful LED Base I Love You Gifts for Her from Husband Best Anniversary Birthday Wife Gift Ideas Romantic to My Wife Crystal Keepsakes Presents for Valentine's Day Christmas","YWHL",,"0.03","0.09","0.84","854",,"$","37.99","297"
"Dabney Lee Mailbox for Valentines Day Gifts - Mini Mailbox Tin for Party Favors, Classroom Prize Supplies - Valentine Mailbox for Exchange Gifts and Greeting Cards","Designstyles",,"0","0","0","2",,"$","12.99","295"
"Valentines Day Gifts for Kids - 32 Pcs Valentines Crazy Straws Cards Gifts Reusable Straws for Kids, Valentines Day Cards for Kids Classroom Exchange Party Favor","mayace","Package Included: 32 x Valentine crazy drinking straws 32 x Valentine cards Valentine Cards Size: 13 x 6.8 cm/ 5.12 x 2.68 inches Valentine Straws Size: 10.6 inches How To Use: 1. Choose a straw and cross it to a card; 2. Fill in 'From' and 'To'; 3. Then you can give them out to anyone you like.  Ideal Valentine Day Gifts:  Best for children's Valentine's Day, classroom exchange activities, gift exchange between friends, children's Valentine's Day party favors, and the best kit as a prize for kids.","0.11","0.15","0.62","26",,"$","11.99","294"
"LWBDD 13"" Valentines Day Gift Bags 2 Pcs with Tissue Paper, valentine bag bulk for Birthday/Mother's day/Father's day (LOVE)","LWBDD","2 Piece White Love Gift Bag for Valentine's Day Mother's Day and Father's Day Birthday Party","0","0.08","0.84","18",,"$","3.99","293"
"J'FLORU Valentine’s Day Gifts,6 Pack Valentine’s Day Picks Berry Stems with Pink Hearts for Valentine’s Day Decor Anniversary Wedding Decorations(Pink)","J'FLORU","6 Pack Artificial Valentine’s Day Gifts-Berry Picks with Pink Hearts-17in Features: -Handmade with high-quality materials.Romantic and lasting. -Packed in cardboard box to avoid extrusion and deformation. -Perfect vase filler and great addition Valentine’s Day decor. Details: -Materials: Foam,Plastic,Iron. -Size: 17 inches tall. -Package: 6 *Valentine’s Day Picks. Note: If you have any questions about our products, please feel free to contact us. We will reply in time.","0","0.07","0.83","38",,"$","9.99","301"
"Valentines Day Gifts: I Spy Valentine's Day Book For Kids Ages 2-6: Unleash Your Little One's Imagination with the Exciting I Spy Valentine's ... ... Activity Book (Valentines day gift ideas)",,,"0","0","0.5","2",,"$","7.98","304"
"Cheerin Valentines Day Card with Envelope - Funny Valentines Cards for Men - Romantic Cards - Anniversary Card for Him - Appreciation Gifts for Husband - Hilarious Gag Gifts for Boyfriend Fiance","Cheerin",,"0.02","0.05","0.93","847",,"$","6.99","299"
"JOYIN 28 Packs Valentine's Day Gift Cards with Flashing LED Bracelets for Valentine Light Up Party Favor Toy, Valentine's Classroom Gift Exchange, Kids and Adults, Glow Accessories","JOYIN",,"0.14","0.17","0.55","30",,"$","22.99","305"
"THEMEROL Natural Gemstone Bracelet Gifts for Daughter Mom Sister Niece Aunt Wife Girlfriend Grandma","THEMEROL",,"0.03","0.07","0.87","140",,,,"300"
"Juegoal 28 Pack Valentines Day Gift Cards for Kids with Animal Plush Toys, Stress Relief Toy Animal Keychain Set, Valentines Party Favor Classroom Gift Exchange Supplies Bulk Game Prizes","Juegoal",,"0.05","0.16","0.68","113",,"$","21.99","296"
"Double Couple Gift for Mom Women-Rose Cute Bear - Rose Adorable Teddy Artificial Bear - Best Gift for Valentines Day, Mothers Day, Anniversary, Birthdays - Clear Gift Box Included! 10 Inches Tall","Double Couple",,"0.06","0.15","0.72","347",,"$","19.59","298"
"Valentine's Day Gifts For Her - Rose in Glass Dome Beauty and The Beast Rose - Rose in a Glass Mom Gifts Birthday Gifts Wedding Anniversary Decorations - Glass Rose | Rose with Dome | Rose Glass Dome","Norcalway",,"0.04","0.1","0.81","423",,"$","23.97","310"
